Marca;Cilindros;Potencia (HP);Tamaño (L);R. Ciudad (km/l);R. Carr. (km/l);R. Comb. (km/l);R. Ajust. (km/l);CO2(g/km);Calificación Gas Ef. Inv.
MERCEDES;6;367;3;9,26;15,63;12,71;9,53;245;5
MERCEDES;6;367;3;9,26;15,63;12,71;9,53;245;5
MERCEDES;8;476;4;9,26;14,93;12,53;9,4;248;5
MERCEDES;6;333;3,5;9,26;15,87;12,77;9,57;244;5
MERCEDES;6;367;3;9,26;15,63;12,71;9,53;245;5
MERCEDES;6;367;3;9,26;15,63;12,71;9,53;245;5
MERCEDES;8;476;4;9,26;14,93;12,53;9,4;248;5
MERCEDES;6;333;3,5;9,26;15,87;12,77;9,57;244;5
VOLVO;4;143;2;9,25;17,54;13,13;9,84;237;6
VOLVO;4;145;2;9,25;17,54;13,13;9,84;237;6
VOLVO;4;145;2;9,25;17,54;13,13;9,84;237;6
VOLVO;4;145;2;9,25;17,54;13,13;9,84;237;6
VOLVO;4;145;2;9,25;17,54;13,13;9,84;237;6
AUDI;6;204;2,8;9,25;15,38;12,64;9,48;246;5
AUDI;6;333;3;9,23;12,05;11,66;8,75;267;4
CHRYSLER;6;292;3,6;9,22;15,86;11,36;8,52;274;4
DODGE;6;292;3,6;9,22;15,86;11,36;8,52;274;4
CADILLAC;6;318;3,6;9,2;15,34;11,22;8,42;277;4
MERCEDES;6;328;3;9,2;16,1;12,77;9,58;243;5
MERCEDES;6;328;3;9,2;16,1;12,77;9,58;243;5
MERCEDES;6;328;3;9,2;16,1;12,77;9,58;243;5
AUDI;8;435;4;9,2;15,7;11,31;8,48;275;4
AUDI;8;435;4;9,2;15,7;11,31;8,48;275;4
AUDI;8;435;4;9,2;15,6;11,28;8,46;276;4
AUDI;8;435;4;9,2;15,6;11,28;8,46;276;4
PORSCHE;6;360;3;9,2;13,4;10,71;8,03;290;3
AUDI;8;435;4;9,2;15,7;11,31;8,48;275;4
AUDI;8;435;4;9,2;15,7;11,31;8,48;275;4
PORSCHE;6;360;3;9,2;13,4;10,71;8,03;290;3
BUICK;6;304;3,6;9,18;16,37;11,44;8,58;272;4
DODGE;6;292;3,6;9,18;15,1;11,15;8,36;279;4
BUICK;6;304;3,6;9,18;16,37;11,44;8,58;272;4
BUICK;6;304;3,6;9,18;16,37;11,44;8,58;272;4
CHRYSLER;6;283;3,6;9,17;15,1;11,14;8,35;279;4
AUDI;6;272;3;9,17;14,92;12,46;9,34;250;5
AUDI;6;300;3;9,17;14,92;12,46;9,34;250;5
AUDI;6;300;3;9,17;14,92;12,46;9,34;250;5
PEUGEOT;4;161;1,6;9,17;17,54;13,05;9,79;238;6
CHRYSLER;6;283;3,6;9,17;15,1;11,14;8,35;279;4
PEUGEOT;4;161;1,6;9,17;17,24;12,99;9,74;239;5
PEUGEOT;4;161;1,6;9,17;17,24;12,99;9,74;239;5
PORSCHE;6;275;2,7;9,17;16,13;11,38;8,53;273;4
PEUGEOT;4;161;1,6;9,17;17,24;12,99;9,74;239;5
BMW;6;306;3;9,17;15,15;12,52;9,39;248;5
BUICK;6;280;3,6;9,14;16,2;11,37;8,53;273;4
BUICK;6;318;3,6;9,14;16,2;11,37;8,53;273;4
BUICK;6;318;3,6;9,14;16,2;11,37;8,53;273;4
CHEVROLET;8;455;6,2;9,14;17,04;11,55;8,66;269;4
CHEVROLET;8;455;6,2;9,14;17,04;11,55;8,66;269;4
PORSCHE;6;420;3;9,12;15,1;11,1;8,32;280;4
PORSCHE;6;420;3;9,12;15,1;11,1;8,32;280;4
HONDA;6;271;3,5;9,1;14,9;11,03;8,27;282;4
ACURA;4;206;2,4;9,1;16,5;12,77;9,58;243;5
PORSCHE;6;420;3;9,1;15,1;11,08;8,31;281;4
PORSCHE;6;420;3;9,1;15,1;11,08;8,31;281;4
PORSCHE;6;310;3,6;9,1;14,4;10,91;8,18;285;4
PORSCHE;6;310;3,6;9,1;14,4;10,91;8,18;285;4
ACURA;4;206;2,4;9,1;16,5;12,77;9,58;243;5
SUBARU;4;305;2,5;9,1;13,7;10,72;8,04;290;3
PORSCHE;6;420;3;9,1;15,1;11,08;8,31;281;4
PORSCHE;6;420;3;9,1;15,1;11,08;8,31;281;4
PORSCHE;6;420;3;9,1;15,1;11,08;8,31;281;4
ACURA;4;206;2,4;9,1;16,5;12,77;9,58;243;5
ACURA;4;206;2,4;9,1;16,5;12,77;9,58;243;5
ACURA;4;206;2,4;9,1;16,5;12,77;9,58;243;5
ACURA;4;206;2,4;9,1;16,5;12,77;9,58;243;5
MERCEDES;8;510;4;9,09;14,49;12,28;9,21;253;5
MERCEDES;8;510;4;9,09;14,49;12,28;9,21;253;5
MERCEDES;6;401;3;9,09;14,71;12,34;9,25;252;5
MERCEDES;4;201;1,8;9,09;16,39;12,74;9,55;244;5
BMW;6;218;2,5;9,09;16,39;12,74;9,55;244;5
BMW;6;218;2,5;9,09;16,39;12,74;9,55;244;5
BMW;6;306;3;9,09;17,54;12,98;9,74;240;5
HONDA;6;271;3,5;9,08;14,91;11,02;8,26;282;4
PORSCHE;6;300;3,6;9,06;14,42;10,88;8,16;286;4
PORSCHE;6;300;3,6;9,06;14,42;10,88;8,16;286;4
BMW;6;306;3;9,01;17,54;12,91;9,68;241;5
BMW;6;431;3;9,01;14,93;12,33;9,25;252;5
BMW;6;431;3;9,01;14,93;12,33;9,25;252;5
BMW;6;306;3;9;18,38;13,06;9,79;238;6
AUDI;8;605;4;9;13,6;10,62;7,96;293;3
AUDI;8;605;4;9;13,6;10,62;7,96;293;3
BMW;8;449;4,4;9;16,4;12,66;9,5;246;5
BMW;6;431;3;9;14,9;12,31;9,23;252;5
BMW;6;431;3;9;14,9;12,31;9,23;252;5
CADILLAC;6;455;3,6;8,97;14,88;10,92;8,19;285;4
CADILLAC;6;455;3,6;8,97;14,88;10,92;8,19;285;4
CADILLAC;6;455;3,6;8,97;14,88;10,92;8,19;285;4
CADILLAC;6;455;3,6;8,97;14,88;10,92;8,19;285;4
BMW;6;306;3;8,94;13,7;11,95;8,96;260;5
PORSCHE;6;310;3,6;8,93;14,7;10,85;8,13;287;4
MERCEDES;6;367;3;8,93;14,49;12,15;9,11;256;5
MERCEDES;6;367;3;8,93;14,49;12,15;9,11;256;5
MERCEDES;6;333;3;8,93;14,93;12,26;9,19;254;5
VOLVO;4;240;2;8,92;15,15;12,31;9,23;253;5
VOLVO;4;240;2;8,92;16,39;12,59;9,44;247;5
VOLVO;4;240;2;8,92;15,15;12,31;9,23;253;5
VOLVO;4;240;2;8,92;16,39;12,59;9,44;247;5
LINCOLN;6;335;2,7;8,92;14,41;10,76;8,07;289;3
LINCOLN;6;273;3,7;8,9;14;10,65;7,98;292;3
ACURA;6;303;3,7;8,9;14,5;10,77;8,08;289;4
ACURA;6;303;3,7;8,9;14,5;10,77;8,08;289;4
LINCOLN;6;273;3,7;8,9;14;10,65;7,98;292;3
SUBARU;4;305;2,5;8,9;13,3;10,46;7,84;297;3
PORSCHE;6;310;3,6;8,9;14,1;10,67;8;291;3
PORSCHE;6;310;3,6;8,9;14,1;10,67;8;291;3
PORSCHE;6;310;3,6;8,9;14,1;10,67;8;291;3
PORSCHE;6;310;3,6;8,9;14,1;10,67;8;291;3
AUDI;4;272;2;8,85;16,13;12,47;9,35;249;5
AUDI;4;272;2;8,85;16,13;12,47;9,35;249;5
VOLVO;4;200;2;8,85;16,12;12,47;9,35;249;5
VOLVO;4;200;2;8,85;15,15;12,25;9,19;254;5
BMW;6;258;3;8,85;16,39;12,53;9,39;248;5
AUDI;4;272;2;8,85;16,13;12,47;9,35;249;5
AUDI;4;272;2;8,85;16,13;12,47;9,35;249;5
BMW;6;258;3;8,85;16,39;12,53;9,39;248;5
BMW;8;450;4,4;8,85;16,13;12,47;9,35;249;5
BMW;6;218;3;8,82;18,39;12,89;9,67;241;5
AUDI;8;420;4;8,81;13,75;10,51;7,88;296;3
AUDI;8;420;4;8,81;13,75;10,51;7,88;296;3
SUBARU;4;150;2;8,8;14,4;12,02;9,02;259;5
SUBARU;4;150;2;8,8;14,4;12,02;9,02;259;5
AUDI;8;420;4;8,8;14,93;10,79;8,1;288;4
AUDI;8;420;4;8,8;14,93;10,79;8,1;288;4
AUDI;8;560;4;8,8;14,1;10,59;7,94;294;3
AUDI;8;420;4;8,8;13,7;10,49;7,87;296;3
AUDI;8;420;4;8,8;13,7;10,49;7,87;296;3
PORSCHE;6;340;3;8,8;13,6;10,46;7,85;297;3
PORSCHE;6;340;3;8,8;13,5;10,43;7,83;298;3
PORSCHE;6;340;3;8,8;13,6;10,46;7,85;297;3
BMW;8;450;4,4;8,8;16,1;12,42;9,31;250;5
AUDI;8;420;4;8,77;14,93;10,77;8,08;289;4
AUDI;8;420;4;8,77;14,93;10,77;8,08;289;4
BMW;4;156;2;8,77;16,39;12,45;9,34;250;5
BMW;4;156;2;8,77;16,39;12,45;9,34;250;5
BMW;6;218;2,5;8,77;16,13;12,4;9,3;251;5
BMW;6;218;2,5;8,77;16,13;12,4;9,3;251;5
VOLVO;4;240;2;8,77;15,38;12,23;9,17;254;5
BMW;6;218;2,5;8,77;16,13;12,4;9,3;251;5
PORSCHE;6;325;3,4;8,77;15,87;10,98;8,24;283;4
PORSCHE;6;310;3,6;8,77;14,08;10,56;7,92;294;3
CADILLAC;6;318;3,6;8,76;14,36;10,62;7,97;293;3
CADILLAC;6;318;3,6;8,76;14,36;10,62;7,97;293;3
CADILLAC;6;318;3,6;8,76;14,36;10,62;7,97;293;3
BMW;6;306;3;8,71;14,29;11,92;8,94;261;5
SUBARU;4;150;2;8,7;15,2;12,13;9,1;256;5
SUBARU;4;150;2;8,7;15,2;12,13;9,1;256;5
SUBARU;4;150;2;8,7;15,2;12,13;9,1;256;5
VOLVO;4;240;2;8,7;16,66;12,45;9,34;250;5
VOLVO;4;240;2;8,7;16,66;12,45;9,34;250;5
AUDI;8;560;4;8,7;13,6;10,38;7,79;299;3
AUDI;8;560;4;8,7;13,6;10,38;7,79;299;3
MERCEDES;6;367;3;8,7;13,33;11,66;8,74;267;4
BMW;6;218;3;8,69;16,94;12,49;9,37;249;5
CHRYSLER;6;292;3,6;8,69;15,56;10,84;8,13;287;4
BMW;6;218;3;8,62;16,39;12,32;9,24;252;5
VOLVO;5;254;2,5;8,62;15,6;10,79;8,09;288;4
VOLVO;5;254;2,5;8,62;15,6;10,79;8,09;288;4
INFINITI;8;420;5,6;8,6;14,7;10,57;7,93;294;3
INFINITI;8;420;5,6;8,6;14,7;10,57;7,93;294;3
INFINITI;8;420;5,6;8,6;14,7;10,57;7,93;294;3
INFINITI;8;420;5,6;8,6;14,7;10,57;7,93;294;3
PORSCHE;8;440;4,8;8,6;14,4;10,5;7,88;296;3
LINCOLN;6;350;3;8,6;14,5;10,53;7,9;295;3
BMW;6;370;3;8,6;14,49;11,88;8,91;262;4
INFINITI;8;420;5,6;8,57;14,68;10,55;7,91;295;3
PORSCHE;8;400;4,8;8,56;14,33;10,45;7,84;297;3
PORSCHE;8;400;4,8;8,56;14,33;10,45;7,84;297;3
PEUGEOT;4;161;1,6;8,55;17,24;12,42;9,32;250;5
PEUGEOT;4;161;1,6;8,55;17,24;12,42;9,32;250;5
PEUGEOT;4;161;1,6;8,55;17,24;12,42;9,32;250;5
PEUGEOT;4;161;1,6;8,55;17,24;12,42;9,32;250;5
MERCEDES;6;367;3;8,55;12,35;11,26;8,44;276;4
MERCEDES;8;455;4,7;8,55;14,29;11,78;8,84;264;4
MERCEDES;8;571;4;8,55;13,16;11,49;8,62;271;4
MERCEDES;8;612;4;8,55;13,16;11,49;8,62;271;4
MERCEDES;6;367;3;8,55;12,35;11,26;8,44;276;4
MERCEDES;8;455;4,7;8,55;14,29;11,78;8,84;264;4
BMW;6;306;3;8,54;14,92;11,93;8,95;261;5
BMW;6;306;3;8,54;14,92;11,93;8,95;261;5
BMW;6;306;3;8,54;14,92;11,93;8,95;261;5
CADILLAC;6;304;3,6;8,51;14,9;10,55;7,91;295;3
CADILLAC;6;304;3,6;8,51;14,9;10,55;7,91;295;3
CADILLAC;6;318;3,6;8,51;14,9;10,55;7,91;295;3
HYUNDAI;8;420;5;8,5;13,5;10,2;7,65;305;3
AUDI;4;255;2;8,48;15,15;11,92;8,94;261;5
AUDI;4;255;2;8,48;15,15;11,92;8,94;261;5
MERCEDES;8;455;4,7;8,47;14,08;11,67;8,75;266;4
BMW;6;306;3;8,47;15,15;11,92;8,94;261;5
AUDI;6;333;3;8,47;15,15;11,92;8,94;261;5
BMW;6;218;3;8,47;18,94;12,64;9,48;246;5
BMW;6;306;3;8,47;15,63;12,02;9,02;259;5
CADILLAC;6;270;3;8,47;15,28;10,59;7,95;293;3
PORSCHE;6;275;2,7;8,47;15,63;10,67;8;291;3
CADILLAC;6;455;3,6;8,46;14,24;10,35;7,76;300;3
CADILLAC;6;455;3,6;8,46;14,24;10,35;7,76;300;3
MERCEDES;6;302;3,5;8,4;16,39;12,12;9,09;256;5
MERCEDES;6;302;3,5;8,4;16,39;12,12;9,09;256;5
MERCEDES;8;476;4;8,4;14,08;11,61;8,71;268;4
MERCEDES;8;510;4;8,4;14,08;11,61;8,71;268;4
MERCEDES;6;333;3,5;8,4;13,89;11,56;8,67;269;4
MERCEDES;8;476;4;8,4;14,08;11,61;8,71;268;4
MERCEDES;8;510;4;8,4;14,08;11,61;8,71;268;4
AUDI;4;255;2;8,4;14,71;11,76;8,82;264;4
AUDI;4;255;2;8,4;14,71;11,76;8,82;264;4
BMW;6;306;3;8,4;15,62;11,96;8,97;260;5
SAAB;4;220;2;8,4;17,54;12,34;9,25;252;5
SAAB;4;220;2;8,4;17,54;12,34;9,25;252;5
MERCEDES;6;302;3,5;8,4;16,4;12,12;9,09;257;5
MERCEDES;6;302;3,5;8,4;16,4;12,12;9,09;257;5
AUDI;6;333;3;8,4;14,7;11,76;8,82;264;4
MERCEDES;6;302;3,5;8,4;16,4;12,12;9,09;257;5
MERCEDES;6;302;3,5;8,4;16,4;12,12;9,09;257;5
PORSCHE;6;420;3;8,4;14,49;10,36;7,77;300;3
PORSCHE;8;440;4,8;8,4;14,1;10,27;7,7;303;3
BMW;6;306;3;8,4;15,63;11,96;8,97;260;5
PORSCHE;8;440;4,8;8,4;14,1;10,27;7,7;303;3
VOLVO;5;254;2,5;8,4;13,88;10,21;7,66;304;3
AUDI;8;520;4;8,4;13,7;10,17;7,63;306;3
PORSCHE;8;440;4,8;8,4;14,1;10,27;7,7;303;3
MERCEDES;8;408;4,7;8,33;14,93;11,75;8,81;265;4
MERCEDES;8;408;4,7;8,33;14,93;11,75;8,81;265;4
BMW;6;306;3;8,33;15,62;11,9;8,92;261;4
MERCEDES;6;302;3,5;8,33;16,66;12,11;9,08;257;5
MERCEDES;6;302;3,5;8,33;16,66;12,11;9,08;257;5
MERCEDES;8;475;5,5;8,33;16,12;12;9;259;5
CHEVROLET;8;455;6,2;8,33;16,54;10,73;8,04;290;3
CHEVROLET;8;455;6,2;8,33;16,54;10,73;8,04;290;3
CHEVROLET;8;455;6,2;8,33;16,54;10,73;8,04;290;3
MERCEDES;8;421;5,5;8,33;16,13;12;9;259;5
BMW;6;431;3;8,33;14,49;11,65;8,74;267;4
BMW;6;431;3;8,33;14,49;11,65;8,74;267;4
SUBARU;4;170;2,5;8,3;13,5;11,38;8,53;273;4
SUBARU;4;170;2,5;8,3;13,5;11,38;8,53;273;4
AUDI;8;520;4;8,3;13,6;10,07;7,55;309;3
LINCOLN;6;400;3;8,3;13,7;10,09;7,57;308;3
BMW;6;431;3;8,3;14,5;11,62;8,72;267;4
BMW;6;431;3;8,3;14,5;11,62;8,72;267;4
BMW;6;306;3;8,26;15,62;11,83;8,88;263;4
BMW;6;218;2,5;8,26;16,13;11,94;8,95;260;5
BMW;6;218;2,5;8,26;16,13;11,94;8,95;260;5
MERCEDES;6;302;3,5;8,26;16,66;12,04;9,03;258;5
MERCEDES;6;302;3,5;8,26;16,4;11,99;8,99;259;5
BMW;6;306;3;8,26;15,62;11,83;8,88;263;4
BMW;6;218;2,5;8,26;16,13;11,94;8,95;260;5
BMW;6;218;2,5;8,26;16,13;11,94;8,95;260;5
MERCEDES;6;302;3,5;8,26;16,66;12,04;9,03;258;5
MERCEDES;6;302;3,5;8,26;16,4;11,99;8,99;259;5
MERCEDES;6;302;3,5;8,26;16,4;11,99;8,99;259;5
VW;6;280;3,6;8,23;14,59;10,24;7,68;304;3
VW;6;280;3,6;8,23;14,59;10,24;7,68;304;3
VW;6;280;3,6;8,23;14,59;10,24;7,68;304;3
VW;6;280;3,6;8,23;14,59;10,24;7,68;304;3
VW;6;280;3,6;8,23;14,59;10,24;7,68;304;3
VW;6;280;3,6;8,23;14,59;10,24;7,68;304;3
VW;6;280;3,6;8,23;14,59;10,24;7,68;304;3
DODGE;8;370;5,7;8,2;14,66;10,23;7,67;304;3
CHRYSLER;8;360;5,7;8,2;14,55;10,2;7,65;305;3
CHRYSLER;8;360;5,7;8,2;14,55;10,2;7,65;305;3
BMW;6;306;3;8,2;14,71;11,58;8,69;268;4
VW;6;280;3,6;8,2;14,6;10,22;7,66;304;3
AUDI;8;605;4;8,2;13,2;9,89;7,41;315;3
AUDI;8;605;4;8,2;13,2;9,89;7,41;315;3
MERCEDES;8;408;4,7;8,2;13,89;11,39;8,54;273;4
MERCEDES;8;462;4;8,2;13,16;11,21;8,4;277;4
MERCEDES;8;455;4,7;8,2;13,33;11,25;8,44;276;4
MERCEDES;8;476;4;8,2;12,82;11,12;8,34;280;4
MERCEDES;8;462;4;8,2;13,16;11,21;8,4;277;4
MERCEDES;8;510;4;8,2;12,82;11,12;8,34;280;4
MERCEDES;8;455;4,7;8,2;13,33;11,25;8,44;276;4
BMW;6;306;3;8,19;14,7;11,57;8,68;269;4
PORSCHE;6;420;3;8,19;13,89;10,05;7,53;309;3
AUDI;8;450;4,2;8,14;13,48;9,91;7,43;314;3
BMW;6;306;3;8,13;14,49;11,47;8,61;271;4
BMW;6;306;3;8,13;14,49;11,47;8,61;271;4
BMW;6;306;3;8,13;14,49;11,47;8,61;271;4
MERCEDES;6;302;3,5;8,13;15,87;11,77;8,82;264;4
MERCEDES;6;302;3,5;8,13;15,87;11,77;8,82;264;4
BMW;8;449;4,4;8,13;14,49;11,47;8,6;271;4
AUDI;8;450;4,2;8,1;13,5;9,88;7,41;315;3
AUDI;8;450;4,2;8,1;13,5;9,88;7,41;315;3
AUDI;8;450;4,2;8,1;13,5;9,88;7,41;315;3
BMW;8;450;4,4;8,1;14,5;11,45;8,59;272;4
BMW;8;450;4,4;8,1;14,5;11,45;8,59;272;4
LEXUS;6;306;3,5;8,08;11,48;9,32;6,99;333;2
MERCEDES;8;476;4;8,06;13,33;11,14;8,36;279;4
MERCEDES;8;510;4;8,06;13,33;11,14;8,36;279;4
MERCEDES;8;455;4,7;8,06;14,29;11,37;8,53;273;4
MERCEDES;8;476;4;8,06;13,33;11,14;8,36;279;4
MERCEDES;8;510;4;8,06;13,33;11,14;8,36;279;4
MERCEDES;8;455;4,7;8,06;14,29;11,37;8,53;273;4
SAAB;4;220;2;8,06;14,7;11,46;8,59;271;4
SAAB;4;220;2;8,06;14,7;11,46;8,59;271;4
BMW;8;450;4,4;8,06;14,49;11,41;8,56;272;4
BMW;8;450;4,4;8,06;14,49;11,41;8,56;272;4
BMW;6;431;3;8,06;13,89;11,27;8,45;276;4
FORD;6;288;3,5;8,04;11,93;10,74;8,06;289;3
LEXUS;8;416;5;8,03;13,3;11,1;8,33;280;4
MERCEDES;4;161;1,8;8;14,92;11,45;8,59;271;4
VOLVO;5;227;2,5;8;15,4;11,55;8,66;269;4
VOLVO;5;227;2,5;8;15,4;11,55;8,66;269;4
MERCEDES;8;402;4,7;8;14,5;10,02;7,52;310;3
AUDI;5;340;2,5;8;15,4;11,55;8,66;269;4
AUDI;5;340;2,5;8;15,4;11,55;8,66;269;4
VOLVO;5;227;2,5;8;15,4;11,55;8,66;269;4
MERCEDES;8;402;4,7;8;14,5;10,02;7,52;310;3
MERCEDES;8;402;4,7;8;14,5;10,02;7,52;310;3
MERCEDES;8;408;4,7;8;13,33;11,09;8,32;280;4
MERCEDES;8;510;4;8;12,66;10,91;8,18;285;4
MERCEDES;8;510;4;8;12,66;10,91;8,18;285;4
ALFA ROMEO;4;185;2,2;7,94;14,08;11,21;8,41;277;4
ALFA ROMEO;4;185;2,2;7,94;14,08;11,21;8,41;277;4
JAGUAR;6;340;3;7,94;14,49;11,3;8,48;275;4
DODGE;6;292;3,6;7,94;14;9,86;7,4;315;3
BMW;6;340;3;7,94;14,49;11,3;8,48;275;4
DODGE;6;292;3,6;7,94;14;9,86;7,4;315;3
AUDI;6;220;2,8;7,94;14,49;9,97;7,47;312;3
MERCEDES;4;161;1,8;7,93;15,38;11,48;8,61;271;4
BMW;6;306;3;7,93;15,38;11,48;8,61;271;4
LINCOLN;6;355;3,5;7,9;13,3;9,67;7,25;322;3
FORD;8;220;4,6;7,9;12,7;9,52;7,14;327;2
LINCOLN;6;355;3,5;7,9;13,3;9,67;7,25;322;3
FORD;8;220;4,6;7,9;12,7;9,52;7,14;327;2
LINCOLN;6;355;3,5;7,9;13,3;9,67;7,25;322;3
AUDI;8;520;4;7,9;14,2;9,87;7,4;315;3
AUDI;8;520;4;7,9;14,2;9,87;7,4;315;3
LINCOLN;6;355;3,5;7,9;13,3;9,67;7,25;322;3
AUDI;10;610;5,2;7,9;11,9;9,31;6,98;334;2
AUDI;10;610;5,2;7,9;11,9;9,31;6,98;334;2
AUDI;8;520;4;7,9;14,2;9,87;7,4;315;3
MERCEDES;8;429;4,7;7,88;14,28;11,2;8,4;277;4
AUDI;8;520;4;7,87;14,19;9,84;7,38;316;3
PORSCHE;6;325;3,4;7,87;14,08;9,82;7,36;317;3
DODGE;6;292;3,6;7,86;13,85;9,76;7,32;319;3
DODGE;6;292;3,6;7,86;13,85;9,76;7,32;319;3
MERCEDES;6;302;3,5;7,81;14,7;11,23;8,42;277;4
MERCEDES;6;302;3,5;7,81;14,7;11,23;8,42;277;4
JAGUAR;6;380;3;7,81;14,29;11,14;8,36;279;4
MERCEDES;6;329;3;7,81;14,08;11,1;8,32;280;4
AUDI;5;340;2,5;7,8;14,3;11,14;8,35;279;4
AUDI;5;340;2,5;7,8;14,3;11,14;8,35;279;4
MERCEDES;8;429;4,7;7,8;14,8;11,24;8,43;276;4
PORSCHE;8;520;4,8;7,8;13;9,51;7,13;327;2
AUDI;10;540;5,2;7,8;13;9,51;7,13;327;2
AUDI;10;540;5,2;7,8;13;9,51;7,13;327;2
LINCOLN;6;365;3,5;7,79;11,79;9,19;6,89;338;2
LINCOLN;6;355;3,5;7,79;11,79;9,19;6,89;338;2
CHEVROLET;8;430;6,2;7,76;14,6;9,83;7,37;316;3
BMW;6;204;2,5;7,75;15,15;11,27;8,45;276;4
BMW;6;218;2,5;7,75;14,93;11,22;8,42;277;4
BMW;6;218;2,5;7,75;14,93;11,22;8,42;277;4
BMW;6;218;2,5;7,75;14,93;11,22;8,42;277;4
BMW;6;218;2,5;7,75;14,93;11,22;8,42;277;4
BMW;6;218;2,5;7,75;14,93;11,22;8,42;277;4
PORSCHE;8;520;4,8;7,7;12,8;9,38;7,04;331;2
PORSCHE;8;520;4,8;7,7;12,8;9,38;7,04;331;2
PORSCHE;8;520;4,8;7,7;12,8;9,38;7,04;331;2
AUDI;6;265;3,2;7,69;14,93;9,84;7,38;316;3
AUDI;6;265;3,2;7,63;14,71;11,07;8,3;281;4
AUDI;6;265;3,2;7,63;14,71;11,07;8,3;281;4
MERCEDES;6;228;3;7,63;14,92;11,11;8,33;280;4
AUDI;12;500;6,3;7,62;11,73;9,05;6,78;344;1
ACURA;6;290;3,5;7,6;16,2;11,32;8,49;275;4
AUDI;12;500;6,3;7,6;11,7;9,02;6,77;345;1
AUDI;12;500;6,3;7,6;11,7;9,02;6,77;345;1
ACURA;6;290;3,5;7,6;16,2;11,32;8,49;275;4
DODGE;8;370;5,7;7,6;12,82;9,31;6,98;334;2
AUDI;12;500;6,3;7,6;11,7;9,02;6,77;345;1
AUDI;12;500;6,3;7,6;11,7;9,02;6,77;345;1
ACURA;6;290;3,5;7,6;16,2;11,32;8,49;275;4
ACURA;6;290;3,5;7,6;15,5;11,2;8,4;278;4
ACURA;6;290;3,5;7,6;15,5;11,2;8,4;278;4
ACURA;6;290;3,5;7,6;15,5;11,2;8,4;278;4
ACURA;6;290;3,5;7,6;15,5;11,2;8,4;278;4
VOLVO;5;254;2,5;7,57;14,49;9,64;7,23;322;3
CHEVROLET;8;400;6,2;7,53;12,8;9,24;6,93;336;2
CHEVROLET;8;400;6,2;7,53;12,8;9,24;6,93;336;2
AUDI;5;290;3;7,52;13,89;10,8;8,1;288;4
AUDI;6;290;3;7,52;13,89;10,8;8,1;288;4
AUDI;8;372;4,2;7,52;13,89;10,8;8,1;288;4
AUDI;8;372;4,2;7,52;13,89;10,8;8,1;288;4
AUDI;8;372;4,2;7,52;13,89;10,8;8,1;288;4
AUDI;8;372;4,2;7,52;13,89;10,8;8,1;288;4
BMW;6;306;3;7,52;14,08;10,84;8,13;287;4
BMW;6;306;3;7,52;14,08;10,84;8,13;287;4
BMW;6;306;3;7,52;14,08;10,84;8,13;287;4
MERCEDES;6;228;3;7,51;14,49;10,91;8,19;285;4
CHRYSLER;8;370;5,7;7,51;13,07;9,29;6,97;335;2
JAGUAR;6;235;3;7,5;15,8;11,15;8,37;279;4
JAGUAR;6;235;3;7,5;15,8;11,15;8,37;279;4
CADILLAC;8;640;6,2;7,48;12,54;9,14;6,86;340;2
CADILLAC;8;640;6,2;7,48;12,54;9,14;6,86;340;2
CADILLAC;8;640;6,2;7,48;12,54;9,14;6,86;340;2
MERCEDES;6;268;3,5;7,46;14,49;10,87;8,15;286;4
JAGUAR;4;240;2;7,46;16,13;11,17;8,38;278;4
CHEVROLET;8;400;6,2;7,45;12,84;9,19;6,89;338;2
CHEVROLET;8;400;6,2;7,45;12,84;9,19;6,89;338;2
SAAB;4;220;2;7,41;15,15;10,95;8,21;284;4
SAAB;4;220;2;7,41;15,15;10,95;8,21;284;4
BMW;6;204;2,5;7,41;14,93;10,9;8,18;285;4
BENTLEY;8;500;4;7,4;13,11;9,2;6,9;338;2
BENTLEY;8;500;4;7,4;13,11;9,2;6,9;338;2
BENTLEY;8;500;4;7,4;13,11;9,2;6,9;338;2
CHEVROLET;8;580;6,2;7,4;11,05;8,69;6,52;358;1
MERCEDES;6;268;3,5;7,35;14,28;10,72;8,04;290;3
BMW;6;218;3;7,35;13,33;10,52;7,89;295;3
ACURA;6;280;3,5;7,3;14,6;10,74;8,05;289;3
ACURA;6;280;3,5;7,3;14,6;10,74;8,05;289;3
HONDA;6;278;3,5;7,3;14,9;10,8;8,1;288;4
BENTLEY;8;505;6,8;7,3;9,8;8,25;6,19;377;0
BENTLEY;8;505;6,8;7,3;9,8;8,25;6,19;377;0
HONDA;6;278;3,5;7,3;14,9;10,8;8,1;288;4
HONDA;6;278;3,5;7,3;15,6;10,92;8,19;285;4
HONDA;6;278;3,5;7,3;15,6;10,92;8,19;285;4
HONDA;6;278;3,5;7,3;15,6;10,92;8,19;285;4
HONDA;6;278;3,5;7,3;15,6;10,92;8,19;285;4
AUDI;8;420;4,2;7,28;11,7;8,77;6,58;355;1
AUDI;8;420;4,2;7,28;11,7;8,77;6,58;355;1
AUDI;8;420;4,2;7,28;11,7;8,77;6,58;355;1
AUDI;8;420;4,2;7,28;11,7;8,77;6,58;355;1
BMW;6;320;3;7,25;13,16;10,39;7,8;299;3
BMW;6;326;3;7,25;13,16;10,39;7,79;299;3
BMW;6;326;3;7,25;13,16;10,39;7,79;299;3
